[6.914468260223035063e-18, -3.469446951953614189e-18, 2.114494465615376308e-19, 1.000000000000000000e+00, 0.000000000000000000e+00, -4.336808689942017736e-19, 0.000000000000000000e+00],
[-5.377129136659620926e-04, 2.792110808579932276e-04, 2.204017835911568381e-05, 9.999998162100958154e-01, 2.595806756659768677e-04, -1.928540430990869151e-04, -9.756940912665924143e-05],
[-1.071260471867902268e-03, 1.001247147212304010e-03, -2.357331722672277054e-04, 9.999988971669033777e-01, -7.894262797019171995e-04, 2.468280818502268346e-04, -3.117629879738053472e-04],
[-1.686420516842226025e-03, 1.670472231983615797e-03, -7.205594167814588025e-04, 9.999969231465112296e-01, 5.806901919983113725e-04, -4.370128178970756651e-04, 6.211188467980946828e-04],
[-1.605922558920997887e-03, 2.607185548979435406e-03, -9.622484459956363303e-04, 9.999948488238207256e-01, 8.210794519680764125e-04, -1.240018697620983833e-03, 1.342371175435825778e-03],
[-9.481765938987810755e-04, 3.092901095558825506e-03, -9.784524708028861407e-04, 9.999942887610520081e-01, 1.366330524388125606e-03, -1.015763707850596536e-03, 1.700634916474263580e-03],
[-4.778702532821985224e-04, 3.474630450573337574e-03, -7.596189681242957814e-04, 9.999935607604062415e-01, 9.764898937477152485e-04, -1.628378474783375579e-03, 1.231594883445459067e-03],
[-3.436286254713666593e-04, 3.648512217839362023e-03, -5.524306867563542802e-04, 9.999931325255690950e-01, 1.090753482086970899e-03, -1.698672983508831263e-03, 9.645993414986002434e-04],
[-8.217682473023166017e-04, 5.731734587760041640e-03, 2.246183990769851698e-03, 9.999807131005292726e-01, 2.883840482419415541e-03, 8.060472713140210028e-04, -7.381562988872019358e-03],
[1.188969472353489364e-04, 4.494982638313848623e-03, -7.958503277527098109e-04, 9.999895737540732688e-01, 2.257761404826433282e-04, 2.408420446918628933e-03, -9.277028243807796531e-04],
[1.048301548659522943e-04, 5.026074074266817689e-03, -5.081435649892496837e-04, 9.999872346086003949e-01, 9.976108276970804822e-05, 2.074628657367127548e-03, -1.606249873640427060e-03],
[4.286436874557299106e-04, 5.788565564465395288e-03, -3.202127700088441787e-04, 9.999831029757838552e-01, 1.359469125645253185e-04, 2.204841011414165972e-03, -1.419800944645691239e-03],
[5.152209501348674206e-04, 6.639225050526591926e-03, -2.043972677678008402e-04, 9.999778064836528646e-01, 9.617720500298618247e-05, 2.147694006538818003e-03, -1.599193466642070093e-03],
[7.599117177830825058e-05, 7.655505920058316809e-03, -1.842350962858287436e-04, 9.999706763260006737e-01, 9.136169906311109035e-05, 2.176132910144940643e-03, -1.591063702325239831e-03],
[-5.338043263893447240e-04, 8.705096182018126974e-03, -3.281361588186769364e-04, 9.999619136147457343e-01, 8.747215078459477655e-05, 2.182678710184616806e-03, -1.608974578839812881e-03],
[-1.735178278289242759e-03, 9.464340718901852884e-03, 1.180469931592287541e-04, 9.999536996661427812e-01, 2.158559609700808068e-03, -1.367003100512194803e-03, 1.035037704494831332e-03],
[-1.794585835349700453e-03, 1.048430091094013951e-02, 1.082677792470324729e-04, 9.999434219865523943e-01, 2.518334371774212654e-03, -1.204978790084335408e-03, 1.279312938744676942e-03],
[-1.166748720423695530e-03, 1.194875202241730237e-02, -6.640375949682578464e-04, 9.999277099253739420e-01, 5.980357962133767136e-05, 2.196367230485809108e-03, -1.693419957686114266e-03],
[-2.678912377030103625e-03, 1.279331428300774579e-02, -4.024008836104545224e-04, 9.999144926500772579e-01, 2.577828612033854910e-03, -1.845805450450592250e-03, 1.070617927102688292e-03],
[-3.218281154369173613e-03, 1.414313071240089550e-02, -1.030877903181607984e-03, 9.998942703160230705e-01, 2.744127146678210227e-03, -1.212333657337104787e-03, 5.824525205617254661e-04],
[-4.458297011255449652e-03, 1.582056553398223861e-02, -1.891615111326145054e-03, 9.998631181747904551e-01, 2.116106938598268095e-03, -1.361355253476216002e-03, -2.004994976412032351e-04],
[-6.871359739738557362e-03, 1.746847500113986665e-02, -3.244137445267131128e-03, 9.998185397204324421e-01, 1.582049757905566734e-03, -1.692411952581158487e-03, -4.872769399746510952e-04],
[-9.486067488381788940e-03, 1.910149433059700128e-02, -4.860121285399738797e-03, 9.997607347055771365e-01, 1.412000796431129440e-03, -1.353109589402808153e-03, -1.215136100464219750e-03],
[-1.247672701044962376e-02, 2.148803723937399088e-02, -6.967162275148860995e-03, 9.996669716403246975e-01, -7.764984234263916374e-05, -5.862507060678690679e-04, -1.734210579559348347e-03],
[-1.663046816116892784e-02, 2.460613006895065458e-02, -9.341131955278117807e-03, 9.995152370752354853e-01, -1.915255088202814232e-03, 7.070427610130305442e-04, -3.513389400138949327e-03],
[-2.126864625296172664e-02, 2.770224310456535430e-02, -1.157137600212825371e-02, 9.993229376287524612e-01, -2.632348768464194688e-03, 5.707986868869227397e-04, -2.836673499398817931e-03],
[-2.457108103786652745e-02, 3.052370334947188471e-02, -1.283156278779870076e-02, 9.991495966605234980e-01, -3.208664928630471092e-03, 4.272724235371409308e-04, -2.728755929675330018e-03],
[-2.731489433943181527e-02, 3.292458159349574004e-02, -1.339403319035038092e-02, 9.989947288895045796e-01, -3.452726768008437808e-03, -3.255919177803444191e-04, -2.140341172955911343e-03],
