[-2.282019878485407030e-17, -1.500454959637969381e-18, -2.794503430324879232e-19, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.673617379884035472e-19],
[4.326797487797350971e-04, -3.643518707498413800e-04, 1.162072206549943243e-04, 9.999998332659016942e-01, 3.814634907328175173e-05, 1.693941943756681334e-04, -1.478696588385576202e-04],
[-6.471075952887285585e-05, -5.690542912433517453e-04, 2.384888886944270463e-04, 9.999998075563720779e-01, 7.722125714792159312e-05, 2.292790715545146851e-04, -4.272681548858660305e-04],
[-8.262822090595219873e-04, -9.157992275774242633e-04, 5.193139955869867461e-04, 9.999991044408288454e-01, 1.617353518749021363e-04, 1.906723834714605520e-04, -5.724590942080953065e-04],
[-1.435945482542104901e-03, -1.769718890032071900e-03, 1.342401234663552923e-03, 9.999965020511554226e-01, 2.645499255107073427e-04, 1.622974984441041824e-04, -6.719692544015576710e-04],
[-1.748892889289712987e-03, -3.254529235281523793e-03, 2.674671189355243717e-03, 9.999895977194699359e-01, 4.065105979061019170e-04, 2.264520529043478198e-04, -7.129481096454200542e-04],
[-1.099974826650808443e-03, -3.873770632774423042e-03, 3.122086879847611480e-03, 9.999870181807262171e-01, 5.747529834596223214e-04, 3.853364473435129389e-04, -7.005645920193813089e-04],
[-3.949263153102906604e-04, -4.246951941837631868e-03, 3.221114881606986381e-03, 9.999857158236454824e-01, 8.275699962539736360e-04, 4.608909473956066677e-04, -7.530537251034226734e-04],
[-7.158751573583759897e-05, -4.497542821453383820e-03, 3.109912997641589832e-03, 9.999850476006847400e-01, 1.129802748906469020e-03, 4.559787309968109381e-04, -8.426440215290502758e-04],
[-3.403465338563802694e-04, -4.825894026228180929e-03, 3.021278401338184979e-03, 9.999837332616495766e-01, 1.422427920816867614e-03, 4.511503388174974843e-04, -8.882800828462515327e-04],
[-6.858294020813029274e-04, -5.958545167648927714e-03, 3.197703287081117215e-03, 9.999768997687916716e-01, 1.748352824373161640e-03, 4.636295469101717887e-04, -9.137892394871947530e-04],
[-7.344292268332984399e-04, -6.570221903677133345e-03, 3.166239213418848512e-03, 9.999731335026409429e-01, 2.067638743934207754e-03, 5.136192237610737871e-04, -9.233982132378333943e-04],
[-5.053135163495549829e-04, -7.300448949037433889e-03, 3.267633375879284985e-03, 9.999678848220644456e-01, 2.425693954303037234e-03, 3.661389312552398162e-04, -9.395578261176063331e-04],
[-2.799500374417740749e-04, -8.172105471356706091e-03, 3.516677013869020686e-03, 9.999603848667815154e-01, 2.772073143300329834e-03, 1.436975716302916345e-04, -9.672796315845456558e-04],
[-6.287040856059297918e-04, -9.187421220252027856e-03, 3.924001487729064479e-03, 9.999498978622971546e-01, 3.081493967967984665e-03, 2.460858689976551383e-05, -1.005011511570299242e-03],
[-1.350196063751208861e-03, -1.022376007848108288e-02, 4.457308242463806081e-03, 9.999368900604070909e-01, 3.380603768580152033e-03, -7.963259096376712476e-05, -1.036793407888266828e-03],
[-1.882022870599879202e-03, -1.157618635124178612e-02, 5.099192068291576174e-03, 9.999182207259383892e-01, 3.686458134476919279e-03, -1.261313277288525492e-04, -1.012677040562897680e-03],
